ProductID,ProductName,Category,SubCategory,UnitPrice,SatisfactionScore,SupplierName
OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,98.91,2,Prime Goods
OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,36.815,1,Global Supply Co
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,419.9456,5,Global Supply Co
FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,Furnishings,67.005,3,NorthStar
TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,639.9366667,1,Global Supply Co
OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,39.396,4,Global Supply Co
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines,695.7,1,Global Supply Co
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,43.038,4,Prime Goods
OFF-LA-10000262,Avery 494,Office Supplies,Labels,9.396,1,Prime Goods
OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Office Supplies,Paper,25.612,2,Global Supply Co
OFF-AR-10003829,Newell 35,Office Supplies,Art,10.35022222,3,NorthStar
OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,25.098,4,Prime Goods
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,22.724,5,NorthStar
OFF-ST-10000649,Hanging Personal Folder File,Office Supplies,Storage,50.24,3,Prime Goods
OFF-PA-10003641,Xerox 1909,Office Supplies,Paper,107.8648889,1,Global Supply Co
FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,239.5806667,5,Prime Goods
OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,26.88666667,1,Global Supply Co
TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones,338.2404444,3,NorthStar
TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines,447.972,4,Prime Goods
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,153.71925,5,Prime Goods
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,64.89466667,3,NorthStar
OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,11.036,1,Prime Goods
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,355.9725,5,Global Supply Co
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,1017.1,5,NorthStar
OFF-PA-10000806,Xerox 1934,Office Supplies,Paper,219.4416,4,Prime Goods
OFF-AR-10000896,Newell 329,Office Supplies,Art,12.136,4,NorthStar
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones,452.658,3,Global Supply Co
OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,101.696,2,NorthStar
OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,159.885,2,Prime Goods
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,8.001,4,Global Supply Co
FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,139.6785,2,NorthStar
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,340.119,2,NorthStar
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,867.7585,4,Global Supply Co
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,72.569,3,Global Supply Co
OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,13.45,4,NorthStar
OFF-PA-10004888,Xerox 217,Office Supplies,Paper,18.954,4,NorthStar
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,359.058,2,Global Supply Co
OFF-PA-10000418,Xerox 189,Office Supplies,Paper,297.075,1,Prime Goods
FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,251.2960909,4,NorthStar
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,143.412,4,Global Supply Co
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders,215.208,2,NorthStar
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,39.2496,3,Global Supply Co
TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,726.657,3,Global Supply Co
OFF-PA-10000501,Petty Cash Envelope,Office Supplies,Paper,77.28533333,1,Global Supply Co
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,75.84,5,Global Supply Co
TEC-PH-10001750,Samsung Rugby III,Technology,Phones,173.22375,2,Global Supply Co
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,20.36333333,3,NorthStar
OFF-BI-10001191,Canvas Sectional Post Binders,Office Supplies,Binders,70.43933333,2,Prime Goods
OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,27.27066667,1,Global Supply Co
OFF-PA-10001639,Xerox 203,Office Supplies,Paper,23.976,2,NorthStar
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,478.2825,5,NorthStar
OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,10.4445,3,Prime Goods
OFF-PA-10001712,Xerox 1948,Office Supplies,Paper,49.95,2,NorthStar
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,341.4145714,1,NorthStar
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,86.22125,5,Prime Goods
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders,5.467333333,2,Global Supply Co
TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,66.564,4,NorthStar
OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,17.8875,2,NorthStar
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,81.748,3,Prime Goods
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines,3040,5,NorthStar
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,84.65230769,4,Global Supply Co
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,493.9202857,2,Prime Goods
FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,59.97685714,1,Prime Goods
OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,92.37333333,3,Prime Goods
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,771.097,3,NorthStar
OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,26.352,1,Global Supply Co
OFF-AR-10000634,Newell 320,Office Supplies,Art,11.61714286,3,NorthStar
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,26.66,2,NorthStar
OFF-AR-10003770,Newell 340,Office Supplies,Art,12.96,1,Prime Goods
OFF-LA-10003121,Avery 506,Office Supplies,Labels,22.02666667,5,Prime Goods
OFF-PA-10002262,Xerox 192,Office Supplies,Paper,23.76,1,NorthStar
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,26.588,1,Global Supply Co
OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage,35.37533333,4,Prime Goods
OFF-PA-10000130,Xerox 199,Office Supplies,Paper,14.338,2,Global Supply Co
TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,177,3,Prime Goods
OFF-FA-10003021,Staples,Office Supplies,Fasteners,5.765333333,3,NorthStar
TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,563.108,4,Prime Goods
TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,85.97133333,4,Global Supply Co
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,13.2888,4,Prime Goods
OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,59.32945455,4,Prime Goods
OFF-PA-10003823,Xerox 197,Office Supplies,Paper,167.292,1,Global Supply Co
TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,95.532,2,Global Supply Co
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,785.1375,4,NorthStar
TEC-MA-10004458,Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines,396,2,Prime Goods
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,26.28571429,2,Prime Goods
OFF-AR-10001419,Newell 325,Office Supplies,Art,21.33833333,2,Prime Goods
OFF-PA-10002586,Xerox 1970,Office Supplies,Paper,16.932,5,Global Supply Co
OFF-AR-10002221,12 Colored Short Pencils,Office Supplies,Art,6.066666667,5,Prime Goods
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,22.048,2,Global Supply Co
OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners,14.586,1,Global Supply Co
OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper,9.125,3,Prime Goods
OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,122.5431111,5,Global Supply Co
OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,39.52257143,5,Prime Goods
OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,124.18,2,Prime Goods
OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,Storage,45.396,1,Global Supply Co
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,7.224285714,3,Global Supply Co
FUR-FU-10003981,Eldon Wave Desk Accessories,Furniture,Furnishings,5.9904,1,Prime Goods
OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,45.9952,4,Prime Goods
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,22.9215,4,NorthStar
OFF-LA-10002195,Avery 481,Office Supplies,Labels,18.2336,1,Global Supply Co
OFF-AR-10001315,Newell 310,Office Supplies,Art,5.531428571,2,Global Supply Co
OFF-EN-10003134,Staples,Office Supplies,Envelopes,35.37371429,5,NorthStar
OFF-AR-10001955,Newell 319,Office Supplies,Art,63.984,5,NorthStar
OFF-LA-10001641,Avery 518,Office Supplies,Labels,13.30875,3,NorthStar
OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,310.5375,4,NorthStar
TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,36.76384615,4,Prime Goods
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,30.195,1,NorthStar
OFF-AR-10003504,Newell 347,Office Supplies,Art,18.22057143,5,NorthStar
OFF-EN-10003160,Pastel Pink Envelopes,Office Supplies,Envelopes,21.84,5,NorthStar
TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,70.4765,4,Global Supply Co
TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,54.24,4,Global Supply Co
OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,14.3175,1,Prime Goods
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,136.704,5,NorthStar
OFF-PA-10001357,Xerox 1886,Office Supplies,Paper,130.288,4,Prime Goods
OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,13.206,5,NorthStar
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,37.674,5,Prime Goods
TEC-PH-10004830,Pyle PRT45 Retro Home Telephone,Technology,Phones,201.568,2,Global Supply Co
OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper,15.008,5,Prime Goods
FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,430.8696,3,Global Supply Co
OFF-PA-10000308,Xerox 1901,Office Supplies,Paper,16.896,2,NorthStar
OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,19.0152,1,Prime Goods
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,323.996,3,Prime Goods
OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art,6.274857143,4,Global Supply Co
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,68.72911111,5,Global Supply Co
OFF-AR-10000823,Newell 307,Office Supplies,Art,6.430666667,3,Prime Goods
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,58.56,4,Prime Goods
OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,6.51575,4,Prime Goods
TEC-PH-10000441,VTech DS6151,Technology,Phones,343.32275,1,Global Supply Co
TEC-AC-10004855,V7 USB Numeric Keypad,Technology,Accessories,115.467,2,NorthStar
OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,41.13857143,2,Prime Goods
OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,52.045,4,Global Supply Co
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,31.15628571,4,Global Supply Co
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,337.382,5,NorthStar
TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,73.33333333,2,Global Supply Co
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,917.1024,4,NorthStar
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,11.648,3,Prime Goods
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,1592.922,4,Prime Goods
TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,405.4608,3,Prime Goods
OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,31.104,5,NorthStar
TEC-CO-10001766,Canon PC940 Copier,Technology,Copiers,1889.958,4,Global Supply Co
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper,377.46,5,NorthStar
OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,4.356,2,NorthStar
OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,136.242,4,Global Supply Co
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,149.1555,4,NorthStar
OFF-PA-10004475,Xerox 1940,Office Supplies,Paper,153.888,4,Prime Goods
OFF-PA-10003001,Xerox 1986,Office Supplies,Paper,21.376,4,Global Supply Co
OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,5.158857143,1,Global Supply Co
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,11.7744,5,Prime Goods
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,217.0476,4,Prime Goods
OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,31.16072727,3,Prime Goods
OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners,4.9956,3,Prime Goods
TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories,151.9872,4,Prime Goods
OFF-PA-10000167,Xerox 1925,Office Supplies,Paper,81.58066667,4,Global Supply Co
TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,15.846,2,Global Supply Co
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,102.7424,5,NorthStar
TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,582.6625,1,Global Supply Co
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,150.9883333,3,Prime Goods
OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,13.2818,5,Global Supply Co
TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,Accessories,13.616,2,NorthStar
TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories,79.49314286,5,Prime Goods
OFF-LA-10002381,Avery 497,Office Supplies,Labels,12.012,1,Prime Goods
OFF-FA-10001843,Staples,Office Supplies,Fasteners,12.597,1,Prime Goods
OFF-LA-10003077,Avery 500,Office Supplies,Labels,29.24,4,NorthStar
OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper,8.409333333,3,Global Supply Co
OFF-PA-10004405,Rediform Voice Mail Log Books,Office Supplies,Paper,14.602,5,NorthStar
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,411.7295,4,Global Supply Co
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,24.37428571,4,NorthStar
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Technology,Accessories,201.97475,3,NorthStar
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,356.92075,4,Global Supply Co
OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,501.5731429,1,Global Supply Co
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,2.442,1,Prime Goods
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,81.42933333,2,NorthStar
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,747.823,3,Global Supply Co
OFF-PA-10001457,White GlueTop Scratch Pads,Office Supplies,Paper,93.248,4,Global Supply Co
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,Appliances,39.93,5,NorthStar
TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,125.3076,5,Prime Goods
OFF-PA-10004355,Xerox 231,Office Supplies,Paper,15.8112,5,Prime Goods
OFF-PA-10004947,Staples,Office Supplies,Paper,16.264,1,Prime Goods
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables,291.4362857,1,Global Supply Co
OFF-PA-10003893,Xerox 1962,Office Supplies,Paper,15.65257143,5,Prime Goods
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,887.84,2,NorthStar
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,354.8746667,1,NorthStar
OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,31.148,2,NorthStar
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,272.8311143,4,NorthStar
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,45.14,5,NorthStar
OFF-LA-10002034,Avery 478,Office Supplies,Labels,22.095,2,Global Supply Co
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,28.7868,3,Prime Goods
OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage,268.1565,3,NorthStar
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art,12.282,3,Global Supply Co
OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,173.9797778,1,Prime Goods
OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper,12.28266667,3,Prime Goods
TEC-PH-10001615,AT&T CL82213,Technology,Phones,96.2468,3,NorthStar
TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,Technology,Accessories,135.7515,2,Prime Goods
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,1096.8125,1,Global Supply Co
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,20.988,2,NorthStar
TEC-PH-10000455,GE 30522EE2,Technology,Phones,386.6333333,4,NorthStar
OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,40.464,5,Prime Goods
TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories,176.21475,2,Prime Goods
TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Technology,Phones,36.82028571,5,NorthStar
FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings,25.1572,3,NorthStar
OFF-PA-10000595,Xerox 1929,Office Supplies,Paper,87.934,1,Prime Goods
OFF-LA-10000443,Avery 501,Office Supplies,Labels,8.3025,5,NorthStar
OFF-LA-10001771,Avery 513,Office Supplies,Labels,18.7248,5,Global Supply Co
OFF-AP-10001394,Harmony Air Purifier,Office Supplies,Appliances,389.34,1,NorthStar
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,58.64,5,Global Supply Co
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,149.604,4,Global Supply Co
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,114.7805714,4,Prime Goods
OFF-PA-10000809,Xerox 206,Office Supplies,Paper,12.1824,3,Prime Goods
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,77.84533333,1,Global Supply Co
TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones,1221.974,5,Global Supply Co
TEC-PH-10002885,Apple iPhone 5,Technology,Phones,2166.1,1,Global Supply Co
TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones,778.45675,3,NorthStar
TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,Machines,2319.971,5,NorthStar
OFF-PA-10003729,Xerox 1998,Office Supplies,Paper,23.328,3,Global Supply Co
OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,293.6266667,5,NorthStar
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,529.4456,2,Global Supply Co
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,145.293,3,Prime Goods
FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,56.52,5,Prime Goods
OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,73.6912,5,Global Supply Co
OFF-PA-10000528,Xerox 1981,Office Supplies,Paper,17.688,2,NorthStar
OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,Paper,171.185,1,Global Supply Co
OFF-AR-10003631,Staples,Office Supplies,Art,30.976,2,Prime Goods
OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,104.325,2,Prime Goods
TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,Technology,Phones,170.833,3,Prime Goods
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,338.058,3,NorthStar
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,33.28,5,NorthStar
TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones,672.9006667,4,Global Supply Co
OFF-PA-10003309,Xerox 211,Office Supplies,Paper,26.244,5,Prime Goods
OFF-ST-10002554,Tennsco Industrial Shelving,Office Supplies,Storage,142.3824444,1,Global Supply Co
OFF-AR-10002067,Newell 334,Office Supplies,Art,88.61866667,3,NorthStar
FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables,432.0093333,5,Prime Goods
FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,159.705,1,NorthStar
OFF-EN-10002621,Staples,Office Supplies,Envelopes,15.648,2,Prime Goods
OFF-LA-10003714,Avery 510,Office Supplies,Labels,7.25,1,NorthStar
FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,44.184,5,Prime Goods
OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,10.14,3,Global Supply Co
OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,76.41733333,4,Global Supply Co
OFF-AR-10001446,Newell 309,Office Supplies,Art,39.27,2,NorthStar
OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,1802.134455,2,Global Supply Co
OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes,29.808,4,Global Supply Co
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders,1052.45,3,Prime Goods
TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones,18.72133333,1,Prime Goods
FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs,588.1316667,3,NorthStar
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,11.2668,5,Global Supply Co
FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings,86.716,4,Prime Goods
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,24.10628571,1,NorthStar
OFF-PA-10001878,Xerox 1891,Office Supplies,Paper,188.6528571,5,Prime Goods
TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,Technology,Machines,597.132,3,Global Supply Co
OFF-LA-10003190,Avery 474,Office Supplies,Labels,8.704,5,NorthStar
TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Technology,Phones,251.916,3,Global Supply Co
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,720.469,5,Prime Goods
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,631.4365714,4,Prime Goods
OFF-ST-10002562,Staples,Office Supplies,Storage,31.356,1,NorthStar
TEC-PH-10004345,Cisco SPA 502G IP Phone,Technology,Phones,412.628,4,Prime Goods
