TransactionID,SaleDate,OrderDate,ShipDate,CustomerID,ProductID,SaleAmount,Quantity,ShipMode,CustomerSatisfactionScore,PaymentType
2250,2/15/2012,2/15/2012,2/18/2012,JM-16195,OFF-BI-10000546,11.52,5,Second Class,2,PayPal
2251,2/15/2012,2/15/2012,2/18/2012,JM-16195,OFF-AP-10001391,541.44,6,Second Class,4,Credit Card
2252,2/15/2012,2/15/2012,2/18/2012,JM-16195,OFF-PA-10000477,19.44,3,Second Class,4,Bank Transfer
2253,4/16/2013,4/16/2013,4/18/2013,JK-16120,OFF-PA-10004327,143.7,3,Second Class,1,Bank Transfer
2254,9/28/2012,9/28/2012,10/1/2012,HG-14965,OFF-AP-10000696,43.26,3,First Class,1,Bank Transfer
2255,9/28/2012,9/28/2012,10/1/2012,HG-14965,OFF-AP-10002082,43.56,2,First Class,4,Bank Transfer
2256,9/18/2013,9/18/2013,9/23/2013,LA-16780,TEC-PH-10001944,437.85,3,Standard Class,4,Credit Card
2257,9/18/2013,9/18/2013,9/23/2013,LA-16780,FUR-FU-10004952,109.48,2,Standard Class,5,PayPal
2258,6/17/2014,6/17/2014,6/20/2014,TS-21610,FUR-CH-10000015,1212.96,7,First Class,4,Bank Transfer
2259,6/17/2014,6/17/2014,6/20/2014,TS-21610,OFF-PA-10001776,18.54,2,First Class,3,PayPal
2260,11/8/2012,11/8/2012,11/10/2012,MZ-17335,OFF-FA-10002280,5,1,Second Class,3,Credit Card
2261,11/8/2012,11/8/2012,11/10/2012,MZ-17335,TEC-AC-10002049,371.97,3,Second Class,3,Bank Transfer
2262,12/18/2012,12/18/2012,12/18/2012,MW-18220,TEC-AC-10002253,166.24,1,Same Day,3,Credit Card
2263,2/7/2014,2/7/2014,2/10/2014,MV-17485,FUR-BO-10004015,359.97,3,First Class,5,PayPal
2264,11/15/2013,11/15/2013,11/17/2013,AA-10375,TEC-AC-10004145,499.98,2,Second Class,3,Bank Transfer
2265,11/15/2013,11/15/2013,11/17/2013,AA-10375,OFF-PA-10002479,5.28,1,Second Class,5,Credit Card
2266,11/15/2013,11/15/2013,11/17/2013,AA-10375,OFF-BI-10004970,8.26,2,Second Class,2,Bank Transfer
2267,10/13/2014,10/13/2014,10/13/2014,SM-20320,OFF-PA-10003919,7.968,2,Same Day,1,PayPal
2268,9/18/2014,9/18/2014,9/18/2014,TP-21415,OFF-PA-10002001,12.96,2,Same Day,3,Bank Transfer
2269,12/21/2014,12/21/2014,12/27/2014,DK-13225,OFF-PA-10002787,6.48,1,Standard Class,4,Credit Card
2270,12/21/2014,12/21/2014,12/27/2014,DK-13225,OFF-BI-10003291,6.984,1,Standard Class,2,PayPal
2271,12/3/2014,12/3/2014,12/8/2014,MK-17905,OFF-AR-10004344,47.96,5,Standard Class,5,Bank Transfer
2272,9/21/2012,9/21/2012,9/27/2012,CS-12130,OFF-ST-10003123,199.74,6,Standard Class,2,Bank Transfer
2273,3/6/2012,3/6/2012,3/11/2012,JL-15850,FUR-FU-10000308,435.26,7,Standard Class,4,Credit Card
2274,3/6/2012,3/6/2012,3/11/2012,JL-15850,TEC-CO-10003763,1119.984,2,Standard Class,2,Bank Transfer
2275,10/3/2011,10/3/2011,10/8/2011,AR-10405,FUR-TA-10001866,143.432,1,Second Class,1,Credit Card
2276,10/3/2011,10/3/2011,10/8/2011,AR-10405,FUR-CH-10002774,122.352,3,Second Class,3,Bank Transfer
2277,6/27/2011,6/27/2011,7/1/2011,LM-17065,OFF-ST-10004337,306.2,5,Standard Class,1,PayPal
2278,6/27/2011,6/27/2011,7/1/2011,LM-17065,FUR-TA-10001039,85.98,1,Standard Class,1,PayPal
2279,6/27/2011,6/27/2011,7/1/2011,LM-17065,TEC-AC-10000109,223.96,4,Standard Class,1,Credit Card
2280,10/31/2014,10/31/2014,11/3/2014,JK-15625,FUR-CH-10003833,97.568,2,First Class,4,Credit Card
2281,10/31/2014,10/31/2014,11/3/2014,JK-15625,FUR-CH-10004289,614.272,8,First Class,4,Credit Card
2282,10/31/2014,10/31/2014,11/3/2014,JK-15625,FUR-BO-10004467,199.98,2,First Class,3,Credit Card
2283,9/4/2013,9/4/2013,9/6/2013,FM-14215,OFF-PA-10002713,48.16,7,First Class,1,Credit Card
2284,3/5/2012,3/5/2012,3/9/2012,SF-20200,TEC-PH-10001552,23.92,2,Standard Class,2,PayPal
2285,3/5/2012,3/5/2012,3/9/2012,SF-20200,OFF-AP-10002222,60.69,7,Standard Class,5,PayPal
2286,5/6/2013,5/6/2013,5/9/2013,PJ-18835,OFF-PA-10003971,14.352,3,First Class,4,Credit Card
2287,11/18/2014,11/18/2014,11/24/2014,CS-12355,OFF-AP-10004036,35.04,2,Standard Class,5,Credit Card
2288,6/2/2014,6/2/2014,6/6/2014,BB-10990,OFF-AP-10002287,17.48,5,Second Class,2,Credit Card
2289,6/11/2014,6/11/2014,6/14/2014,BW-11200,OFF-AR-10002375,16.4,5,First Class,4,Credit Card
2290,1/9/2014,1/9/2014,1/12/2014,RS-19420,FUR-TA-10001950,892.98,2,First Class,1,PayPal
2291,4/20/2012,4/20/2012,4/25/2012,TS-21160,TEC-PH-10001557,287.97,3,Standard Class,4,PayPal
2292,4/20/2012,4/20/2012,4/25/2012,TS-21160,FUR-FU-10002937,595.38,6,Standard Class,2,PayPal
2293,4/20/2012,4/20/2012,4/25/2012,TS-21160,OFF-PA-10001166,12.96,2,Standard Class,5,Credit Card
2294,11/1/2012,11/1/2012,11/6/2012,QJ-19255,TEC-PH-10000347,4.95,1,Standard Class,4,Credit Card
2295,12/24/2014,12/24/2014,12/28/2014,FM-14215,FUR-FU-10003708,181.95,3,Standard Class,1,PayPal
2296,11/1/2012,11/1/2012,11/5/2012,VD-21670,OFF-PA-10002659,13.52,4,Standard Class,2,Credit Card
2297,11/1/2012,11/1/2012,11/5/2012,VD-21670,FUR-FU-10000965,259.7,5,Standard Class,4,PayPal
2298,11/1/2012,11/1/2012,11/5/2012,VD-21670,TEC-PH-10001527,42.95,1,Standard Class,3,Bank Transfer
2299,11/1/2012,11/1/2012,11/5/2012,VD-21670,TEC-AC-10001838,1399.93,7,Standard Class,3,Bank Transfer
2300,11/1/2012,11/1/2012,11/5/2012,VD-21670,TEC-PH-10002597,503.96,4,Standard Class,1,Bank Transfer
2301,11/14/2011,11/14/2011,11/18/2011,JL-15505,OFF-BI-10000756,12.72,3,Standard Class,2,Credit Card
2302,11/14/2011,11/14/2011,11/18/2011,JL-15505,OFF-BI-10000546,11.52,4,Standard Class,3,Bank Transfer
2303,1/17/2013,1/17/2013,1/21/2013,DL-13495,TEC-AC-10001142,316,4,Standard Class,2,Credit Card
2304,9/18/2014,9/18/2014,9/23/2014,MO-17800,FUR-CH-10000785,723.92,4,Second Class,1,Credit Card
2305,9/18/2014,9/18/2014,9/23/2014,MO-17800,OFF-PA-10000474,106.32,3,Second Class,2,Credit Card
2306,12/24/2013,12/24/2013,12/25/2013,BP-11185,FUR-BO-10003441,141.372,2,First Class,4,Bank Transfer
2307,8/6/2012,8/6/2012,8/8/2012,MS-17980,OFF-PA-10004156,27.216,3,First Class,1,Bank Transfer
2308,11/6/2014,11/6/2014,11/10/2014,SV-20935,TEC-AC-10001432,390.75,5,Standard Class,3,Bank Transfer
2309,6/12/2014,6/12/2014,6/13/2014,BC-11125,FUR-CH-10001394,280.792,1,First Class,5,Bank Transfer
2310,6/12/2014,6/12/2014,6/13/2014,BC-11125,OFF-ST-10002370,68.448,4,First Class,2,Bank Transfer
2311,6/12/2014,6/12/2014,6/13/2014,BC-11125,OFF-AR-10002956,88.04,5,First Class,2,Credit Card
2312,6/12/2014,6/12/2014,6/13/2014,BC-11125,OFF-AR-10001955,15.872,1,First Class,5,PayPal
2313,6/12/2014,6/12/2014,6/13/2014,BC-11125,OFF-ST-10001809,215.592,3,First Class,4,PayPal
2314,7/21/2014,7/21/2014,7/26/2014,EM-13825,OFF-LA-10004093,14.62,2,Standard Class,5,Bank Transfer
2315,7/21/2014,7/21/2014,7/26/2014,EM-13825,OFF-AP-10002118,416.32,2,Standard Class,4,Bank Transfer
2316,7/21/2014,7/21/2014,7/26/2014,EM-13825,OFF-BI-10000404,43,5,Standard Class,2,Credit Card
2317,7/21/2014,7/21/2014,7/26/2014,EM-13825,FUR-CH-10003833,182.94,3,Standard Class,2,PayPal
2318,7/21/2014,7/21/2014,7/26/2014,EM-13825,OFF-BI-10002072,60.83,7,Standard Class,1,Credit Card
2319,7/21/2014,7/21/2014,7/26/2014,EM-13825,TEC-AC-10003095,389.97,3,Standard Class,1,Bank Transfer
2320,12/23/2012,12/23/2012,12/26/2012,BD-11500,OFF-AP-10001563,194.32,4,First Class,4,Bank Transfer
2321,3/21/2014,3/21/2014,3/25/2014,HW-14935,TEC-AC-10000358,265.93,7,Standard Class,1,Bank Transfer
2322,12/31/2012,12/31/2012,1/3/2013,KC-16255,OFF-BI-10004492,94.74,3,Second Class,2,PayPal
2323,12/31/2012,12/31/2012,1/3/2013,KC-16255,OFF-BI-10001072,60.64,4,Second Class,5,Bank Transfer
2324,12/31/2012,12/31/2012,1/3/2013,KC-16255,OFF-BI-10003707,76.3,5,Second Class,4,PayPal
2325,12/31/2012,12/31/2012,1/3/2013,KC-16255,OFF-BI-10000977,364.8,12,Second Class,4,Credit Card
2326,9/15/2012,9/15/2012,9/19/2012,BM-11575,OFF-BI-10002082,79.872,3,Second Class,1,Bank Transfer
2327,9/15/2012,9/15/2012,9/19/2012,BM-11575,FUR-BO-10004709,46.384,1,Second Class,2,Credit Card
2328,9/15/2012,9/15/2012,9/19/2012,BM-11575,OFF-PA-10002365,12.96,2,Second Class,3,Bank Transfer
2329,9/24/2014,9/24/2014,9/27/2014,KN-16705,OFF-EN-10004147,14.352,3,First Class,2,PayPal
2330,12/25/2012,12/25/2012,12/29/2012,JD-16150,FUR-FU-10001468,547.136,4,Standard Class,2,Credit Card
2331,9/25/2013,9/25/2013,9/27/2013,LA-16780,OFF-ST-10000642,41.96,2,Second Class,2,PayPal
2332,9/25/2013,9/25/2013,9/27/2013,LA-16780,OFF-PA-10000380,41.7,5,Second Class,2,PayPal
2333,3/22/2014,3/22/2014,3/26/2014,RW-19690,OFF-PA-10004071,277.4,5,Standard Class,1,Credit Card
2334,3/22/2014,3/22/2014,3/26/2014,RW-19690,OFF-PA-10004971,5.78,1,Standard Class,1,Credit Card
2335,9/30/2011,9/30/2011,10/4/2011,KW-16570,OFF-AP-10000696,69.216,6,Standard Class,2,Bank Transfer
2336,12/11/2014,12/11/2014,12/11/2014,CC-12220,OFF-EN-10004030,10.86,3,Same Day,5,PayPal
2337,12/11/2014,12/11/2014,12/11/2014,CC-12220,OFF-AP-10000026,426.79,7,Same Day,2,Bank Transfer
2338,8/23/2011,8/23/2011,8/23/2011,RH-19495,OFF-PA-10003936,25.92,4,Same Day,2,Credit Card
2339,8/23/2011,8/23/2011,8/23/2011,RH-19495,OFF-PA-10004530,45.92,4,Same Day,4,PayPal
2340,8/19/2011,8/19/2011,8/24/2011,JK-15625,OFF-AR-10004930,10.72,2,Standard Class,4,Bank Transfer
2341,11/11/2013,11/11/2013,11/16/2013,DC-13285,OFF-AR-10004999,41.86,7,Standard Class,5,PayPal
2342,12/31/2011,12/31/2011,1/3/2012,GM-14455,FUR-FU-10002501,63.2,5,First Class,5,PayPal
2343,12/31/2011,12/31/2011,1/3/2012,GM-14455,TEC-AC-10000358,113.97,3,First Class,5,PayPal
2344,7/26/2011,7/26/2011,7/30/2011,CL-11890,OFF-ST-10004804,123.552,3,Second Class,4,Credit Card
2345,2/22/2013,2/22/2013,2/28/2013,PV-18985,OFF-AP-10001205,490.32,9,Standard Class,2,Credit Card
2346,3/14/2013,3/14/2013,3/19/2013,LT-17110,OFF-PA-10000659,70.08,5,Standard Class,3,Credit Card
2347,3/14/2013,3/14/2013,3/19/2013,LT-17110,OFF-BI-10004141,1.272,2,Standard Class,3,Bank Transfer
2348,3/14/2013,3/14/2013,3/19/2013,LT-17110,FUR-TA-10004619,557.585,5,Standard Class,4,PayPal
2349,12/3/2014,12/3/2014,12/4/2014,AM-10360,OFF-BI-10004187,9.024,6,Same Day,4,Bank Transfer
2350,12/3/2014,12/3/2014,12/4/2014,AM-10360,OFF-BI-10000632,69.456,2,Same Day,2,Credit Card
2351,12/3/2014,12/3/2014,12/4/2014,AM-10360,OFF-PA-10003724,10.86,2,Same Day,5,Bank Transfer
2352,12/3/2014,12/3/2014,12/4/2014,AM-10360,OFF-AP-10002765,79.47,3,Same Day,4,PayPal
2353,12/3/2014,12/3/2014,12/4/2014,AM-10360,OFF-AR-10001868,10.08,6,Same Day,3,PayPal
2354,8/31/2012,8/31/2012,9/2/2012,SC-20260,FUR-BO-10002545,1552.831,7,First Class,5,Bank Transfer
2355,8/31/2012,8/31/2012,9/2/2012,SC-20260,OFF-BI-10002735,137.24,5,First Class,4,PayPal
2356,8/31/2012,8/31/2012,9/2/2012,SC-20260,TEC-AC-10004864,36.51,1,First Class,2,PayPal
2357,8/31/2012,8/31/2012,9/2/2012,SC-20260,TEC-MA-10000597,239.976,3,First Class,3,PayPal
2358,3/17/2011,3/17/2011,3/21/2011,CP-12340,FUR-TA-10003473,1579.746,7,Standard Class,2,PayPal
2359,3/17/2011,3/17/2011,3/21/2011,CP-12340,FUR-TA-10001950,1071.576,4,Standard Class,4,Bank Transfer
2360,3/17/2011,3/17/2011,3/21/2011,CP-12340,FUR-TA-10004175,613.908,3,Standard Class,3,Bank Transfer
2361,3/17/2011,3/17/2011,3/21/2011,CP-12340,OFF-PA-10002960,34.86,7,Standard Class,3,PayPal
2362,3/17/2011,3/17/2011,3/21/2011,CP-12340,OFF-PA-10000919,155.04,4,Standard Class,2,Bank Transfer
2363,4/17/2014,4/17/2014,4/21/2014,RF-19840,OFF-BI-10001553,13.71,5,Standard Class,1,Bank Transfer
2364,3/14/2013,3/14/2013,3/19/2013,AB-10060,FUR-FU-10004864,127.88,2,Standard Class,5,Bank Transfer
2365,3/14/2013,3/14/2013,3/19/2013,AB-10060,OFF-AP-10004540,160.32,2,Standard Class,1,Bank Transfer
2366,3/14/2013,3/14/2013,3/19/2013,AB-10060,OFF-BI-10004965,46,4,Standard Class,4,Bank Transfer
2367,11/24/2011,11/24/2011,11/26/2011,EH-13990,FUR-CH-10001714,120.712,1,Second Class,5,Bank Transfer
2368,2/11/2014,2/11/2014,2/14/2014,MN-17935,OFF-PA-10002464,23.12,4,First Class,4,PayPal
2369,9/24/2013,9/24/2013,9/28/2013,KL-16555,FUR-FU-10002298,532.704,6,Standard Class,3,Credit Card
2370,9/24/2013,9/24/2013,9/28/2013,KL-16555,OFF-AR-10000315,4.912,2,Standard Class,1,Credit Card
2371,7/8/2014,7/8/2014,7/10/2014,MP-17965,TEC-AC-10004353,252,4,Second Class,1,Credit Card
2372,7/8/2013,7/8/2013,7/12/2013,BF-11020,FUR-FU-10004973,60.288,8,Second Class,5,PayPal
2373,7/8/2013,7/8/2013,7/12/2013,BF-11020,OFF-FA-10000936,2.632,1,Second Class,1,Bank Transfer
2374,7/8/2013,7/8/2013,7/12/2013,BF-11020,OFF-PA-10001609,23.688,9,Second Class,3,PayPal
2375,7/8/2013,7/8/2013,7/12/2013,BF-11020,FUR-CH-10000785,253.372,2,Second Class,5,PayPal
2376,1/25/2014,1/25/2014,1/31/2014,TP-21130,OFF-FA-10000053,5.67,3,Standard Class,1,PayPal
2377,8/19/2011,8/19/2011,8/21/2011,MS-17770,OFF-BI-10001718,76.776,4,Second Class,1,Bank Transfer
2378,8/19/2011,8/19/2011,8/21/2011,MS-17770,OFF-SU-10004768,9.184,2,Second Class,2,Credit Card
2379,12/6/2012,12/6/2012,12/11/2012,KM-16375,OFF-PA-10003883,32.75,5,Standard Class,3,Bank Transfer
2380,5/7/2013,5/7/2013,5/11/2013,BE-11455,OFF-FA-10004248,7.216,2,Standard Class,1,Credit Card
2381,5/7/2013,5/7/2013,5/11/2013,BE-11455,OFF-PA-10002581,49.568,2,Standard Class,4,PayPal
2382,5/7/2013,5/7/2013,5/11/2013,BE-11455,FUR-FU-10004848,54.712,7,Standard Class,1,PayPal
2383,3/26/2014,3/26/2014,3/27/2014,CV-12295,OFF-AP-10002403,176.04,4,First Class,5,Credit Card
2384,3/26/2014,3/26/2014,3/27/2014,CV-12295,OFF-AR-10003087,16.02,9,First Class,5,Bank Transfer
2385,3/26/2014,3/26/2014,3/27/2014,CV-12295,OFF-BI-10002026,185.92,4,First Class,5,Credit Card
2386,3/26/2014,3/26/2014,3/27/2014,CV-12295,TEC-PH-10000141,211.168,4,First Class,1,Credit Card
2387,3/26/2014,3/26/2014,3/27/2014,CV-12295,TEC-CO-10000971,479.984,2,First Class,2,Bank Transfer
2388,12/12/2012,12/12/2012,12/15/2012,DK-13375,OFF-FA-10001229,7.86,2,First Class,4,Credit Card
2389,12/12/2012,12/12/2012,12/15/2012,DK-13375,OFF-BI-10002437,24.448,2,First Class,3,Credit Card
2390,12/6/2012,12/6/2012,12/10/2012,SG-20605,OFF-PA-10004255,6.48,1,Standard Class,1,Bank Transfer
2391,12/6/2012,12/6/2012,12/10/2012,SG-20605,OFF-PA-10001184,41.86,7,Standard Class,5,Bank Transfer
2392,12/6/2012,12/6/2012,12/10/2012,SG-20605,TEC-AC-10002637,1619.91,9,Standard Class,1,Bank Transfer
2393,12/6/2012,12/6/2012,12/10/2012,SG-20605,FUR-FU-10002878,113.92,4,Standard Class,1,Credit Card
2394,3/18/2013,3/18/2013,3/24/2013,CS-12355,OFF-AR-10000588,39.68,2,Standard Class,3,Credit Card
2395,11/14/2012,11/14/2012,11/19/2012,PJ-18835,TEC-AC-10002217,37.6,2,Standard Class,2,PayPal
2396,11/14/2012,11/14/2012,11/19/2012,PJ-18835,TEC-AC-10001267,59.9,2,Standard Class,1,Bank Transfer
2397,11/14/2012,11/14/2012,11/19/2012,PJ-18835,OFF-PA-10004041,37,5,Standard Class,5,PayPal
2398,8/15/2014,8/15/2014,8/17/2014,NP-18700,OFF-LA-10001613,5.76,2,Second Class,1,Bank Transfer
2399,8/15/2014,8/15/2014,8/17/2014,NP-18700,OFF-AR-10000246,16.68,6,Second Class,2,PayPal
2400,9/10/2014,9/10/2014,9/16/2014,SB-20290,OFF-ST-10001809,628.81,7,Standard Class,2,Credit Card
2401,9/10/2014,9/10/2014,9/16/2014,SB-20290,OFF-ST-10002214,56.45,5,Standard Class,3,Bank Transfer
2402,4/2/2014,4/2/2014,4/5/2014,AS-10090,OFF-ST-10000649,94.2,6,Second Class,4,Bank Transfer
2403,4/2/2014,4/2/2014,4/5/2014,AS-10090,OFF-EN-10001990,28.4,5,Second Class,1,PayPal
2404,9/28/2013,9/28/2013,10/4/2013,HM-14860,FUR-BO-10000780,956.6648,7,Standard Class,5,Bank Transfer
2405,10/8/2014,10/8/2014,10/12/2014,MG-18145,TEC-AC-10002049,1115.91,9,Standard Class,3,PayPal
2406,10/8/2014,10/8/2014,10/12/2014,MG-18145,TEC-PH-10003555,128.744,7,Standard Class,1,Bank Transfer
2407,10/8/2014,10/8/2014,10/12/2014,MG-18145,TEC-PH-10000702,79.92,10,Standard Class,1,Credit Card
2408,1/21/2014,1/21/2014,1/26/2014,TM-21010,OFF-AR-10003631,24.2,5,Standard Class,1,PayPal
2409,1/21/2014,1/21/2014,1/26/2014,TM-21010,TEC-PH-10003072,359.976,3,Standard Class,1,Credit Card
2410,3/24/2014,3/24/2014,3/26/2014,BE-11335,FUR-FU-10000758,211.84,8,First Class,1,Bank Transfer
2411,8/1/2011,8/1/2011,8/6/2011,AS-10630,OFF-FA-10000992,5.68,2,Standard Class,5,Credit Card
2412,6/7/2012,6/7/2012,6/9/2012,EM-13810,OFF-BI-10004187,7.52,5,Second Class,3,Credit Card
2413,11/12/2011,11/12/2011,11/16/2011,JA-15970,OFF-PA-10001947,11.96,2,Standard Class,2,Bank Transfer
2414,11/12/2011,11/12/2011,11/16/2011,JA-15970,FUR-TA-10002356,629.064,3,Standard Class,5,Bank Transfer
2415,12/30/2013,12/30/2013,1/3/2014,TB-21595,FUR-CH-10001714,754.45,5,Standard Class,3,Bank Transfer
2416,7/6/2012,7/6/2012,7/11/2012,PP-18955,FUR-BO-10002824,301.96,2,Standard Class,2,Bank Transfer
2417,10/13/2014,10/13/2014,10/19/2014,ML-18040,TEC-AC-10002842,595,5,Standard Class,5,Bank Transfer
2418,10/13/2014,10/13/2014,10/19/2014,ML-18040,OFF-BI-10002082,79.872,3,Standard Class,5,PayPal
2419,5/22/2013,5/22/2013,5/29/2013,LC-16930,TEC-MA-10000112,2396.4,10,Standard Class,2,Credit Card
2420,11/10/2014,11/10/2014,11/15/2014,MC-17590,OFF-ST-10002289,63.56,2,Standard Class,4,PayPal
2421,11/10/2014,11/10/2014,11/15/2014,MC-17590,TEC-AC-10004171,99.99,1,Standard Class,3,PayPal
2422,4/19/2013,4/19/2013,4/24/2013,CR-12580,OFF-ST-10003656,230.376,3,Standard Class,5,Bank Transfer
2423,4/19/2013,4/19/2013,4/24/2013,CR-12580,OFF-PA-10001560,9.664,2,Standard Class,4,Credit Card
2424,12/26/2014,12/26/2014,12/31/2014,SV-20935,TEC-AC-10002473,158.928,7,Standard Class,5,PayPal
2425,12/26/2014,12/26/2014,12/31/2014,SV-20935,OFF-BI-10000632,13.023,1,Standard Class,4,Credit Card
2426,12/26/2014,12/26/2014,12/31/2014,SV-20935,FUR-TA-10002645,273.06,2,Standard Class,3,Credit Card
2427,12/26/2014,12/26/2014,12/31/2014,SV-20935,OFF-FA-10002975,39.312,13,Standard Class,1,PayPal
2428,6/12/2013,6/12/2013,6/18/2013,MZ-17515,OFF-BI-10003784,1.344,4,Standard Class,3,PayPal
2429,6/12/2013,6/12/2013,6/18/2013,MZ-17515,OFF-BI-10001617,8.272,4,Standard Class,3,Credit Card
2430,6/12/2013,6/12/2013,6/18/2013,MZ-17515,FUR-FU-10004415,12.544,7,Standard Class,4,Bank Transfer
2431,5/14/2014,5/14/2014,5/21/2014,RB-19795,OFF-LA-10000240,58.48,8,Standard Class,2,Bank Transfer
2432,12/29/2014,12/29/2014,1/3/2015,HM-14860,FUR-FU-10001935,7.4,2,Standard Class,1,PayPal
2433,3/25/2011,3/25/2011,4/1/2011,AZ-10750,FUR-CH-10002439,366.786,7,Standard Class,5,PayPal
2434,5/29/2014,5/29/2014,6/2/2014,JH-15910,TEC-PH-10001536,54.368,4,Standard Class,2,Bank Transfer
2435,11/14/2012,11/14/2012,11/17/2012,PJ-18835,OFF-EN-10001532,33.96,2,First Class,4,Bank Transfer
2436,11/14/2012,11/14/2012,11/17/2012,PJ-18835,OFF-AP-10003057,826.11,3,First Class,3,Credit Card
2437,7/4/2014,7/4/2014,7/11/2014,CA-12265,FUR-FU-10003708,545.85,9,Standard Class,3,Bank Transfer
2438,11/18/2011,11/18/2011,11/20/2011,PW-19240,FUR-TA-10000849,145.98,2,Second Class,2,Credit Card
2439,11/18/2011,11/18/2011,11/20/2011,PW-19240,OFF-PA-10002259,35.808,4,Second Class,5,Bank Transfer
2440,7/18/2014,7/18/2014,7/23/2014,SW-20455,FUR-FU-10002597,7.904,2,Standard Class,3,PayPal
2441,5/23/2013,5/23/2013,5/28/2013,AF-10870,TEC-PH-10004614,345,5,Standard Class,4,PayPal
2442,5/23/2013,5/23/2013,5/28/2013,AF-10870,FUR-TA-10003748,174.286,2,Standard Class,4,PayPal
2443,5/23/2013,5/23/2013,5/28/2013,AF-10870,OFF-AP-10003217,662.84,4,Standard Class,1,Bank Transfer
2444,5/23/2013,5/23/2013,5/28/2013,AF-10870,TEC-AC-10002399,95.1,5,Standard Class,1,Bank Transfer
2445,5/23/2013,5/23/2013,5/28/2013,AF-10870,OFF-EN-10002973,26.88,6,Standard Class,1,Credit Card
2446,5/23/2013,5/23/2013,5/28/2013,AF-10870,TEC-PH-10001336,257.98,2,Standard Class,5,PayPal
2447,9/25/2012,9/25/2012,10/1/2012,AM-10705,OFF-EN-10000461,17.48,2,Standard Class,5,PayPal
2448,11/1/2013,11/1/2013,11/7/2013,BD-11320,FUR-CH-10000988,492.835,5,Standard Class,1,Credit Card
2449,9/14/2012,9/14/2012,9/17/2012,CM-12385,OFF-ST-10001809,269.49,3,Second Class,2,Bank Transfer
2450,11/6/2013,11/6/2013,11/11/2013,CS-12400,OFF-BI-10003963,29.12,5,Standard Class,2,PayPal
2451,3/18/2014,3/18/2014,3/23/2014,DB-13405,OFF-LA-10000081,18.75,5,Second Class,5,Credit Card
2452,3/18/2014,3/18/2014,3/23/2014,DB-13405,TEC-PH-10000149,119.7,6,Second Class,2,Bank Transfer
2453,3/18/2014,3/18/2014,3/23/2014,DB-13405,OFF-BI-10000605,9.144,3,Second Class,2,Credit Card
2454,3/18/2014,3/18/2014,3/23/2014,DB-13405,TEC-AC-10002399,57.06,3,Second Class,2,Credit Card
2455,3/18/2014,3/18/2014,3/23/2014,DB-13405,TEC-AC-10003038,71.6,8,Second Class,1,Credit Card
2456,3/18/2014,3/18/2014,3/23/2014,DB-13405,OFF-ST-10000344,107.44,8,Second Class,3,Bank Transfer
2457,3/18/2014,3/18/2014,3/23/2014,DB-13405,OFF-LA-10004093,7.31,1,Second Class,2,Bank Transfer
2458,3/18/2014,3/18/2014,3/23/2014,DB-13405,OFF-AR-10001683,59.1,6,Second Class,3,Bank Transfer
2459,3/18/2014,3/18/2014,3/23/2014,DB-13405,OFF-ST-10003455,46.53,3,Second Class,1,Bank Transfer
2460,8/16/2014,8/16/2014,8/22/2014,JG-15160,OFF-AP-10002578,97.84,2,Standard Class,5,Bank Transfer
2461,7/11/2012,7/11/2012,7/13/2012,SC-20380,OFF-PA-10001763,29.97,3,Second Class,2,Bank Transfer
2462,7/11/2012,7/11/2012,7/13/2012,SC-20380,OFF-BI-10001597,98.352,3,Second Class,2,Credit Card
2463,12/4/2014,12/4/2014,12/10/2014,CS-12460,OFF-BI-10001524,83.92,5,Standard Class,4,Bank Transfer
2464,12/4/2014,12/4/2014,12/10/2014,CS-12460,OFF-BI-10001553,14.624,2,Standard Class,2,Bank Transfer
2465,12/4/2014,12/4/2014,12/10/2014,CS-12460,TEC-PH-10000576,136.99,1,Standard Class,3,Bank Transfer
2466,12/4/2014,12/4/2014,12/10/2014,CS-12460,OFF-LA-10001317,3.15,1,Standard Class,5,Credit Card
2467,5/5/2014,5/5/2014,5/9/2014,MK-18160,OFF-PA-10000726,9.11,1,Standard Class,4,Bank Transfer
2468,5/5/2014,5/5/2014,5/9/2014,MK-18160,OFF-ST-10003306,571.44,4,Standard Class,2,PayPal
2469,5/5/2014,5/5/2014,5/9/2014,MK-18160,OFF-PA-10004983,32.4,5,Standard Class,5,PayPal
2470,5/5/2014,5/5/2014,5/9/2014,MK-18160,OFF-ST-10001291,16.91,1,Standard Class,3,Credit Card
2471,1/22/2013,1/22/2013,1/28/2013,CM-11935,FUR-FU-10002107,14.272,8,Standard Class,3,Credit Card
2472,1/22/2013,1/22/2013,1/28/2013,CM-11935,FUR-BO-10002213,451.136,4,Standard Class,1,Credit Card
2473,1/22/2013,1/22/2013,1/28/2013,CM-11935,OFF-AP-10000692,64.864,4,Standard Class,1,Bank Transfer
2474,11/4/2013,11/4/2013,11/7/2013,PF-19225,FUR-CH-10001190,217.584,2,First Class,1,Credit Card
2475,11/4/2013,11/4/2013,11/7/2013,PF-19225,TEC-AC-10000682,82.95,5,First Class,1,Credit Card
2476,11/4/2013,11/4/2013,11/7/2013,PF-19225,OFF-LA-10004545,87.71,7,First Class,4,PayPal
2477,11/4/2013,11/4/2013,11/7/2013,PF-19225,OFF-AP-10003057,1101.48,4,First Class,3,Credit Card
